FCLT_CD,GRND_UDGD_SE,ORTM_UTLZ_TYPE,SGG_CD,FCLT_SE_CD,ROAD_NM_CD,LOT_MIN,SHNT_PSBLTY_NOPE,FCLT_SCL,LOT_SEC,EMD_NM,FCLT_ADDR_RONA,SE_CD,OPN_YN,LAT_SEC,LAT_PROVIN,LAT_MIN,MNG_INST_TELNO,FCLT_NM,FCLT_DSGN_DAY,MNG_INST_NM,FCLT_ADDR_LOTNO,SCL_UNIT,LOT_PROVIN,EMD_CD
S199300005,1,기타,3680000,3           ,4304049     ,24,812,670,45,목상동,"대전광역시 대덕구 대덕대로1470번길 55 (목상동, 다사랑아파트)",2,Y,47,36,26,,다사랑아파트102동 지하 1층,19930101,대전광역시 대덕구청,대전광역시 대덕구 목상동 185번지 2호,㎡,127,3680034     
S199300006,1,기타,3680000,3           ,4304049     ,24,812,670,45,목상동,"대전광역시 대덕구 대덕대로1470번길 55 (목상동, 다사랑아파트)",2,Y,47,36,26,,다사랑아파트103동 지하 1층,19940101,대전광역시 대덕구청,대전광역시 대덕구 목상동 185번지 2호,㎡,127,3680034     
S199600001,1,지하주차장,3680000,3           ,4304046     ,24,1093,902,37,목상동,"대전광역시 대덕구 대덕대로1448번길 80 (신일동, 한라아파트)",2,Y,40,36,26,,한라아파트 지하주차장 1층,19970102,대전광역시 대덕구청,대전광역시 대덕구 신일동 1682번지 4호,㎡,127,3680034     
S201200008,1,지하주차장,3680000,3           ,4304054     ,24,5646,4658,57,목상동,"대전광역시 대덕구 대덕대로1520번길 77 (목상동, 평화로운아파트)",2,Y,47,36,26,,평화로운아파트 지하주차장 1층,20120629,대전광역시 대덕구청,대전광역시 대덕구 목상동 207번지 25호,㎡,127,3680034     
E199900001,0,생활용수,3680000,1           ,4304047     ,24,0,120,39,목상동,"대전광역시 대덕구 대덕대로1454번길 39 (목상동, 목상제2어린이공원)",1,Y,47,36,26,,목상제2공원(여태말공원),19990111,대전광역시 대덕구청,대전광역시 대덕구 목상동 174번지,t(톤),127,3680034     
S199300008,1,기타,3680000,3           ,4304049     ,24,812,670,45,목상동,"대전광역시 대덕구 대덕대로1470번길 55 (목상동, 다사랑아파트)",2,Y,47,36,26,,다사랑아파트105동 지하 1층,19940101,대전광역시 대덕구청,대전광역시 대덕구 목상동 185번지 2호,㎡,127,3680034     
S200500004,1,지하주차장,3680000,3           ,4304049     ,24,521,430,45,목상동,"대전광역시 대덕구 대덕대로1470번길 27 (목상동, 상록수아파트)",2,Y,52,36,26,,상록수아파트101동 지하주차장 1층,20050101,대전광역시 대덕구청,대전광역시 대덕구 목상동 185번지 1호,㎡,127,3680034     
S200500005,1,지하주차장,3680000,3           ,4304049     ,24,347,287,45,목상동,"대전광역시 대덕구 대덕대로1470번길 27 (목상동, 상록수아파트)",2,Y,52,36,26,,상록수아파트102동 지하주차장 1층,20050101,대전광역시 대덕구청,대전광역시 대덕구 목상동 185번지 1호,㎡,127,3680034     
E201900004,1,식수,4671000,3           ,3268023     ,41,0,150,6,나운3동,"전북특별자치도 군산시 대학로 558, 군산대학교 황룡도서관 앞 (미룡동)",1,Y,44,35,56,063-454-7740,군산대학교 3 (황룡도서관 앞),20191008,전북특별자치도 군산시청,전북특별자치도 군산시 미룡동 290-2 군산대학교 황룡도서관 앞,t(톤),126,4671087     
E201900005,1,식수,4671000,3           ,3268023     ,41,0,100,6,나운3동,"전북특별자치도 군산시 대학로 558, 군산대학교 공대 2호관 앞 (미룡동)",1,Y,44,35,56,063-454-7740,군산대학교 4 (공대 2호관 앞),20191008,전북특별자치도 군산시청,전북특별자치도 군산시 미룡동 290-2 군산대학교 공대 2호관 앞,t(톤),126,4671087     
E200300047,1,생활용수,4671000,4           ,4604353     ,41,0,200,16,나운3동,"전북특별자치도 군산시 미제길 8 (미룡동, 명성스파월드)",1,Y,46,35,56,063-454-7740,명성스파월드사우나1,20030308,전북특별자치도 군산시청,전북특별자치도 군산시 미룡동 395번지,t(톤),126,4671087     
E200300048,1,생활용수,4671000,4           ,4604353     ,41,0,200,16,나운3동,"전북특별자치도 군산시 미제길 8 (미룡동, 명성스파월드)",1,Y,46,35,56,063-454-7740,명성스파월드사우나2,20030308,전북특별자치도 군산시청,전북특별자치도 군산시 미룡동 395번지,t(톤),126,4671087     
S200200039,1,지하주차장,4671000,3           ,3268105     ,42,5960,4917,0,나운3동,"전북특별자치도 군산시 하나운로 28 (나운동, 세경아파트)",2,Y,40,35,57,063-454-3820,세경아파트 지하주차장 1층,20020101,전북특별자치도 군산시청,전북특별자치도 군산시 나운동 155번지,㎡,126,4671087     
S200300095,1,지하주차장,4671000,3           ,3268013     ,41,9016,7439,46,나운3동,"전북특별자치도 군산시 나운로 133 (나운동, 나운동청솔아파트)",2,Y,42,35,57,063-454-3820,나운 청솔아파트 지하주차장 1~3층,20030108,전북특별자치도 군산시청,전북특별자치도 군산시 나운동 161번지,㎡,126,4671087     
E201400002,1,식수,4671000,1           ,3268105     ,41,0,300,57,나운3동,"전북특별자치도 군산시 하나운로 17 (나운동, 군산시 늘푸른도서관)",1,Y,38,35,57,063-454-3820,군산 늘푸른도서관(구 보건소),20140110,전북특별자치도 군산시청,전북특별자치도 군산시 나운동 153번지 8호,t(톤),126,4671087     
E201400003,1,생활용수,4671000,1           ,,41,0,288,29,나운3동,,1,Y,10,35,57,063-454-3820,은파제2주차장,20140110,전북특별자치도 군산시청,전북특별자치도 군산시 나운동 1222번지 33호,t(톤),126,4671087     
E201900003,1,식수,4671000,3           ,3268023     ,41,0,150,6,나운3동,"전북특별자치도 군산시 대학로 498-10, 미룡초등학교 (미룡동)",1,Y,1,35,57,063-454-3820,군산대학교 2 (미룡초교 앞),20191008,전북특별자치도 군산시청,전북특별자치도 군산시 미룡동 458-4 미룡초등학교,t(톤),126,4671087     
E201900002,1,식수,4671000,3           ,3268023     ,41,0,100,6,나운3동,"전북특별자치도 군산시 대학로 558, 군산대학교 (미룡동)",1,Y,44,35,56,063-454-3820,군산대학교 1 (두드림센터앞),20191008,전북특별자치도 군산시청,전북특별자치도 군산시 미룡동 290-2 군산대학교,t(톤),126,4671087     
S201800002,1,주차장,4671000,3           ,3268088     ,42,8644,7132,50,옥산면,전북특별자치도 군산시 옥산면 월명로 45(힐스테이트 은파 아파트),2,Y,50,35,56,063-454-3820,힐 스테이트 은파아파트 지하주차장 1층,20180402,전북특별자치도 군산시청,전북특별자치도 군산시 옥산면 당북리 1046 힐스테이트 은파 아파트,㎡,126,4671064     
E200300021,1,식수,4671000,3           ,4604091     ,42,0,200,38,월명동,"전북특별자치도 군산시 구영7길 69 (신창동, 향도온천탕)",1,Y,12,35,59,,호텔항도,20030106,전북특별자치도 군산시청,전북특별자치도 군산시 신창동 46번지 1호,t(톤),126,4671075     
S201100004,1,지하주차장,4671000,3           ,4604846     ,41,3277,2704,36,나운3동,"전북특별자치도 군산시 용둔길 12 (미룡동, 금광베네스타)",2,Y,33,35,56,063-454-3820,금광베네스타 아파트 지하주차장 1층,20110128,전북특별자치도 군산시청,전북특별자치도 군산시 미룡동 71번지,㎡,126,4671087     
S200300003,1,지하주차장,3140000,3           ,3005066     ,51,15924,13138,12,신정3동,"서울특별시 양천구 신정로 293 (신정동, 신트리1단지아파트)",2,Y,49,37,30,02-2620-4091,신트리1단지아파트 지하1층주차장,20030227,서울특별시 양천구청,서울특별시 양천구 신정동 1259번지,㎡,126,3140054     
S201800007,1,지하주차장,3140000,3           ,3114017     ,49,53568,44194,52,신정3동,"서울특별시 양천구 신정이펜1로 50 (신정동, 신정이펜하우스3단지)",2,Y,45,37,30,02-2620-4091,"신정이펜하우스3단지 지하1,2층 주차장",20180701,서울특별시 양천구청,서울특별시 양천구 신정동 1316번지,㎡,126,3140054     
S201700006,1,주차장,3140000,3           ,4142093     ,51,13951,11510,51,신정7동,"서울특별시 양천구 목동남로2길 60-30 (신정동, 세양청마루아파트)",2,Y,27,37,30,,세양청마루아파트 지하1층 주차장,20170912,서울특별시 양천구청,서울특별시 양천구 신정동 1306번지,㎡,126,3140058     
S200200048,1,주차장,3140000,3           ,4142280     ,50,1463,1207,40,신월2동,"서울특별시 양천구 오목로13길 33 (신월동, 신월보성아파트)",2,Y,33,37,31,02-2620-4191,보성아파트 지하1층 주차장,20021101,서울특별시 양천구청,서울특별시 양천구 신월동 465번지 5호,㎡,126,3140046     
S201000008,1,주차장,3140000,3           ,4142391     ,50,3878,3200,48,신월2동,"서울특별시 양천구 중앙로55길 25 (신월동, 태진아파트)",2,Y,34,37,31,02-2620-4191,"태진아파트 지하1,2층 주차장",20101213,서울특별시 양천구청,서울특별시 양천구 신월동 467번지 3호,㎡,126,3140046     
S200200050,1,주차장,3140000,3           ,3114014     ,50,4720,3894,52,신월2동,서울특별시 양천구 오목로 90-0 (신월동),2,Y,23,37,31,02-2620-4191,우당아파트 지하1층 주차장,20021101,서울특별시 양천구청,서울특별시 양천구 신월동 506번지 1호,㎡,126,3140046     
S202300001,1,주차장,3140000,3           ,3114014     ,50,16327,13470,37,신월2동,서울특별시 양천구 오목로 55 (신월동),2,Y,21,37,31,02-2620-4191,신목동파라곤아파트 지하2층 주차장,20230616,서울특별시 양천구청,서울특별시 양천구 신월동 489-3,㎡,126,3140046     
S201700008,1,주차장,3140000,3           ,4142391     ,50,4002,3302,34,신월2동,"서울특별시 양천구 중앙로55길 59 (신월동, 방주기픈샘아파트2차)",2,Y,32,37,31,02-2620-4191,방주기픈샘2차아파트 지하1층 주차장,20170912,서울특별시 양천구청,서울특별시 양천구 신월동 1047번지,㎡,126,3140046     
S202100001,1,주차장,3140000,3           ,4142369     ,50,46889,38684,53,신월2동,"서울특별시 양천구 중앙로29길 61 (신월동, 신정뉴타운롯데캐슬)",2,Y,3,37,31,02-2620-4191,"신정뉴타운롯데캐슬아파트 지하1,2층 주차장",20210209,서울특별시 양천구청,서울특별시 양천구 신월동 1063 신정뉴타운롯데캐슬,㎡,126,3140046     
S202100002,1,주차장,3140000,3           ,4142246     ,50,21157,17455,42,신월2동,"서울특별시 양천구 신월로20길 7 (신월동, 신정뉴타운두산위브아파트)",2,Y,10,37,31,02-2620-4191,"신정뉴타운두산위브아파트 지하1,2층 주차장",20210209,서울특별시 양천구청,서울특별시 양천구 신월동 1055 신정뉴타운두산위브아파트,㎡,126,3140046     
S200200060,1,주차장,3140000,3           ,4142244     ,50,4555,3758,33,신월4동,"서울특별시 양천구 신월로17길 22 (신월동, 금용아파트)",2,Y,14,37,31,,금용아파트 지하1층 주차장,20021101,서울특별시 양천구청,서울특별시 양천구 신월동 533번지 1호,㎡,126,3140048     
E200400019,0,식수,5620000,3           ,4409760     ,19,0,400,40,처인구 원삼면,경기도 용인시 처인구 원삼면 죽양대로2000번길 60,1,Y,51,37,12,031-324-5400,지산리조트(주),20041101,경기도 용인시 처인구청,경기도 용인시 처인구 원삼면 맹리 1-29 지산C.C,t(톤),127,5620012     
S202400001,1,주차장,4480000,3           ,3248004     ,21,13312,10983,59,단양읍,충청북도 단양군 단양읍 군청로 21 (e편한세상 단양 리버비스타),2,Y,53,36,58,043-420-2850,단양 e편한세상 리버비스타 지하,20240418,충청북도 단양군청,충청북도 단양군 단양읍 도전리 682 e편한세상 단양 리버비스타,㎡,128,4480030     
S202400001,1,,4291000,3           ,4487065     ,40,1843,1521,23,정선읍,"강원특별자치도 정선군 정선읍 녹송2길 26, 정선 군립도서관",2,N,54,37,22,,정선군립도서관 지하주차장,20240503,강원특별자치도 정선군청,강원특별자치도 정선군 정선읍 봉양리 54-7 정선 군립도서관,㎡,128,4291040     
S202400002,1,,4291000,3           ,4487017     ,51,1766,1457,26,고한읍,강원특별자치도 정선군 고한읍 고한10길 29,2,N,2,37,12,,강원랜드 백운관 지하주차장,20240503,강원특별자치도 정선군청,강원특별자치도 정선군 고한읍 고한리 65-4,㎡,128,4291041     
S199900003,1,주차장,3320000,3           ,4196220     ,59,3206,2645,43,구포2동,부산광역시 북구 백양대로1016번길 10 (삼정그린코아),2,Y,46,35,11,051-309-4640,삼정그린코아아파트 지하주차장 지하1층,19990305,부산광역시 북구청,부산광역시 북구 구포동 1095번지 2호,㎡,128,3320024     
S199500225,1,기타,3850000,3           ,3183005     ,57,240,198,11,동안구 부림동,"경기도 안양시 동안구 달안로 95 (관양동, 부림중학교)",2,Y,54,37,23,031-8045-4230,한양아파트 앞 지하보도(지하 1층),19930401,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1586번지 1호,㎡,126,3850018     
E200600003,0,생활용수,3850000,4           ,4349078     ,57,0,280,47,동안구 부림동,"경기도 안양시 동안구 관평로170번길 43 (관양동, 훼미리타운)",1,Y,36,37,23,031-8045-4230,훼밀리월드 훼미리사우나,20060101,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1607번지,톤/일,126,3850018     
E200600011,0,생활용수,3850000,4           ,3183005     ,57,0,100,26,동안구 부림동,"경기도 안양시 동안구 달안로 124 (관양동, 한가람신라아파트)",1,Y,49,37,23,031-8045-4230,한가람신라아파트,20060101,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1589번지 1호,톤/일,126,3850018     
S199500222,1,탁구장,3850000,3           ,3183005     ,57,240,198,34,동안구 부림동,"경기도 안양시 동안구 달안로 154 (관양동, 부림동주민센터)",2,Y,56,37,23,031-8045-4230,부림동주민센터 지하1층,19921230,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1588번지 1호,㎡,126,3850018     
S199500067,1,지하주차장,3850000,3           ,3183005     ,57,10370,8555,31,동안구 부림동,"경기도 안양시 동안구 달안로 153 (관양동, 공작성일아파트)",2,Y,58,37,23,031-8045-4230,부림동 성일아파트 지하주차장 B1,19930219,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1587번지 5호,㎡,126,3850018     
S199500068,1,지하주차장,3850000,3           ,3012016     ,57,3457,2853,26,동안구 부림동,"경기도 안양시 동안구 학의로 168 (관양동, 공작럭키아파트)",2,Y,4,37,24,031-8045-4230,부림동 럭키아파트 지하주차장 B1,19930630,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1587번지,㎡,126,3850018     
S199500223,1,기타,3850000,3           ,2182002     ,57,240,198,44,동안구 부림동,"경기도 안양시 동안구 시민대로 286 (관양동, 신창건설사옥)",2,Y,41,37,23,031-8045-4230,KEB하나은행앞 지하보도(지하 1층),19930401,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1600번지,㎡,126,3850018     
S199500226,1,기타,3850000,3           ,2182002     ,57,961,793,23,동안구 부림동,"경기도 안양시 동안구 시민대로 235 (관양동, 안양시청)",2,Y,41,37,23,031-8045-4230,시청앞 지하보도(지하 1층),19930401,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1590번지,㎡,126,3850018     
S199500228,1,기타,3850000,3           ,3183008     ,57,10338,8529,51,동안구 부림동,"경기도 안양시 동안구 부림로 지하 123 (관양동, 평촌역)",2,Y,39,37,23,031-8045-4230,평촌지하철역 지하(지하 1층),19930319,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1608번지 1호,㎡,126,3850018     
S200200021,1,주차장,3840000,3           ,3182024     ,56,8178,6747,8,만안구 안양7동,"경기도 안양시 만안구 전파로 30 (안양동, 유천팩토피아)",2,Y,23,37,23,031-8045-3230,유천팩토피아(지하 1~ 3층),20020101,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 196번지,㎡,126,3840017     
S201900001,1,지하주차장,3840000,3           ,3182017     ,56,89889,74159,13,만안구 안양7동,"경기도 안양시 만안구 안양천서로 177 (안양동, 래미안안양메가트리아)",2,Y,36,37,23,031-8045-3230,래미안 안양 메가트리아아파트(지하1~2층),20190226,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 1393번지,㎡,126,3840017     
S200200006,1,기타,3840000,3           ,2012008     ,54,204,168,54,만안구 석수1동,경기도 안양시 만안구 경수대로 1198 (석수동),2,Y,60,37,24,,예술공원사거리 지하보도 지하 1층,20020101,경기도 안양시 만안구청,경기도 안양시 만안구 석수동 201번지 20호,㎡,126,3840020     
S200200005,1,기타,3840000,3           ,4346015     ,54,180,149,33,만안구 석수1동,경기도 안양시 만안구 경수대로1273번길 46 (석수동),2,Y,8,37,25,,관악역 지하보도 지하 1층,20020101,경기도 안양시 만안구청,경기도 안양시 만안구 석수동 110번지 21호,㎡,126,3840020     
S201100010,1,주차장,3840000,3           ,3182003     ,56,10140,8366,5,만안구 안양6동,"경기도 안양시 만안구 만안로 17 (안양동, 명지캐럿162주상복합아파트)",2,Y,6,37,23,,명지캐럿162 아파트 지하1층,20110324,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 534번지 5호,㎡,126,3840016     
S197500001,1,관공서,3840000,3           ,3182001     ,55,135,112,31,만안구 안양6동,"경기도 안양시 만안구 냉천로 83 (안양동, 안양세무서)",2,Y,19,37,23,,안양세무서 지하1층,19750101,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 582번지 4호,㎡,126,3840016     
S197300001,1,관공서,3840000,3           ,3182016     ,55,140,116,59,만안구 안양6동,"경기도 안양시 만안구 안양로 114 (안양동, 농림부)",2,Y,8,37,23,,국립농산물품질관리원 지하1층,19730101,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 532번지 9호,㎡,126,3840016     
S199400001,1,관공서,3840000,3           ,4346182     ,55,332,274,50,만안구 안양6동,"경기도 안양시 만안구 안양로170번길 23 (안양동, 안양6동주민센터)",2,Y,24,37,23,031-8045-3201,안양6동 행정복지센터 지하1층,19940101,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 437번지 4호,㎡,126,3840016     
S198500005,1,관공서,3840000,3           ,3182016     ,55,1328,1096,57,만안구 안양6동,"경기도 안양시 만안구 안양로 128 (안양동, 만안구청)",2,Y,12,37,23,031-8045-3201,만안구청 지하1층,19850101,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 530번지,㎡,126,3840016     
S198200002,1,관공서,3840000,3           ,3182016     ,55,320,264,53,만안구 안양6동,"경기도 안양시 만안구 안양로 133 (안양동, 안양상공회의소)",2,Y,11,37,23,031-8045-3201,안양상공회의소 지하1층,19820101,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 505번지 2호,㎡,126,3840016     
S202200003,1,주거시설,3840000,3           ,3182014     ,55,8220,6782,26,만안구 안양6동,"경기도 안양시 만안구 소곡로 78(안양동, 안양씨엘포레자이)",2,Y,18,37,23,031-8045-3230,안양씨엘포레자이 아파트 지하1층,20220323,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 1416 안양씨엘포레자이,㎡,126,3840016     
S202300003,1,주차장,3850000,3           ,2012008     ,57,955,788,12,동안구 호계2동,"경기도 안양시 동안구 경수대로 657, 호계2동 행정복지센터 지층 (호계동)",2,Y,50,37,22,031-8045-4230,호계2동 행정복지센터 지하주차장,20231205,경기도 안양시 동안구청,경기도 안양시 동안구 호계동 933-9 호계2동 행정복지센터,㎡,126,3850023     
S198700001,1,지하주차장,3840000,3           ,3182013     ,55,4460,3680,44,만안구 안양8동,경기도 안양시 만안구 성결대학로 53 (안양동),2,Y,47,37,22,031-8045-3415,"성결대학교 중생관식당, 학생예술관(지하1층)",19870319,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 400번지 10호,㎡,126,3840018     
S200200004,1,교육장,3840000,3           ,4346072     ,56,164,136,17,만안구 안양8동,경기도 안양시 만안구 명학로5번길 12 (안양동),2,Y,40,37,22,031-8045-3415,안양8동 다목적복지회관(지하1층),20020101,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 1279번지 4호,㎡,126,3840018     
S198900001,1,주차장,3840000,3           ,4346076     ,55,3860,3185,52,만안구 안양8동,경기도 안양시 만안구 문예로36번길 16 (안양동),2,Y,6,37,23,031-8045-3415,안양아트센터(지하1층),19891213,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 549번지,㎡,126,3840018     
S200200022,1,지하주차장,3840000,3           ,3182016     ,55,6236,5145,57,만안구 안양8동,경기도 안양시 만안구 안양로 115 (안양동),2,Y,6,37,23,031-8045-3415,도정빌딩(지하1~5층),20020101,경기도 안양시 만안구청,경기도 안양시 만안구 안양동 548번지 4호,㎡,126,3840018     
S199500221,1,지하주차장,3850000,3           ,2182002     ,57,13623,11240,25,동안구 부림동,"경기도 안양시 동안구 시민대로 235 (관양동, 안양시청)",2,Y,40,37,23,031-8045-4230,안양시청지하주차장B1,19961105,경기도 안양시 동안구청,경기도 안양시 동안구 관양동 1590번지,㎡,126,3850018     
S202000001,1,주차장,3950000,3           ,3351994     ,53,47935,39547,39,덕양구 화전동,"경기도 고양시 덕양구 향동1로 20 (향동동, DMC 중흥S-클래스 더 센트럴)",2,Y,12,37,36,031-8075-2980,중흥S클래스 더센트럴 지하주차장 1층~2층,20200507,경기도 고양시 덕양구청,경기도 고양시 덕양구 향동동 501 DMC 중흥S-클래스 더 센트럴,㎡,126,3950032     
S202000002,1,주차장,3950000,3           ,3352007     ,53,12355,10193,48,덕양구 화전동,경기도 고양시 덕양구 향기5로 55 (향동동),2,Y,28,37,36,031-8075-2980,고양향동LH1단지 지하주차장 1층,20200507,경기도 고양시 덕양구청,경기도 고양시 덕양구 향동동 407번지,㎡,126,3950032     
S201000001,1,지하주차장,3950000,3           ,4376098     ,49,2741,2262,57,덕양구 주교동,"경기도 고양시 덕양구 마상로57번길 58 (주교동, 벽산아파트)",2,Y,51,37,39,031-8075-2026,벽산아파트2 지하주차장 1층,20100927,경기도 고양시 덕양구청,경기도 고양시 덕양구 주교동 350번지 1호,㎡,126,3950016     
S201000003,1,지하주차장,3950000,3           ,4376172     ,50,5180,4274,22,덕양구 주교동,"경기도 고양시 덕양구 원당로125번길 6 (주교동, 우림아파트)",2,Y,48,37,39,031-8075-2026,우림아파트 지하주차장 1층,20100927,경기도 고양시 덕양구청,경기도 고양시 덕양구 주교동 555번지,㎡,126,3950016     
S201000002,1,지하주차장,3950000,3           ,4376098     ,50,10080,8316,5,덕양구 주교동,"경기도 고양시 덕양구 마상로57번길 114 (주교동, 우인아크리움빌아파트)",2,Y,55,37,39,031-8075-2026,우인아파트 지하주차장 1층,20100927,경기도 고양시 덕양구청,경기도 고양시 덕양구 주교동 1633번지,㎡,126,3950016     
S202200024,1,주차장,3950000,3           ,4376171     ,50,711,587,16,덕양구 주교동,"경기도 고양시 덕양구 원당로113번길 10(주교동, BK팰리스 아파트)",2,Y,44,37,39,031-8075-2026,BK팰리스아파트 지하주차장 1층,20221214,경기도 고양시 덕양구청,경기도 고양시 덕양구 주교동 568-8 BK팰리스 아파트,㎡,126,3950016     
S201400017,1,기타,3950000,3           ,3192009     ,49,443,366,56,덕양구 주교동,"경기도 고양시 덕양구 고양시청로 10 (주교동, 고양시청)",2,Y,30,37,39,031-8075-2980,고양시청 지하1층 구내식당,20140512,경기도 고양시 덕양구청,경기도 고양시 덕양구 주교동 600번지,㎡,126,3950016     
E202000002,0,식수,3950000,3           ,4376246     ,53,0,138,45,덕양구 삼송1동,경기도 고양시 덕양구 큰골길 8 (오금동),1,Y,52,37,39,031-8075-5290,한우물숲길공원,20191230,경기도 고양시 덕양구청,경기도 고양시 덕양구 오금동 584,t(톤),126,3950068     
S200300039,1,기타,3950000,3           ,3192032     ,53,7757,6400,45,덕양구 삼송1동,"경기도 고양시 덕양구 삼송로 지하 194 (삼송동, 삼송역)",2,Y,12,37,39,031-8075-2980,삼송역 지하 1층,20030327,경기도 고양시 덕양구청,경기도 고양시 덕양구 삼송동 18번지 5호,㎡,126,3950068     
S201500009,1,지하주차장,3950000,3           ,3194080     ,53,45616,37634,12,덕양구 삼송1동,"경기도 고양시 덕양구 세솔로 105-0 (삼송동, 삼송마을동원로얄듀크)",2,Y,9,37,39,031-8075-2980,삼송마을 17단지 지하주차장 1층~2층,20150828,경기도 고양시 덕양구청,경기도 고양시 덕양구 삼송동 306번지,㎡,126,3950068     
S201900010,1,주차장,3950000,3           ,3351996     ,53,15637,12901,40,덕양구 화전동,"경기도 고양시 덕양구 향기로 112 (향동동, 디엠씨하우스디엔에이치에프)",2,Y,59,37,35,031-8075-2980,디엠씨하우스디엔에이치에프 지하주차장 1층~2층,20191023,경기도 고양시 덕양구청,경기도 고양시 덕양구 향동동 517번지,㎡,126,3950032     
S201500012,1,지하주차장,3950000,3           ,3194080     ,53,47007,38782,19,덕양구 삼송1동,"경기도 고양시 덕양구 세솔로 73 (삼송동, 삼송2차아이파크)",2,Y,0,37,39,031-8075-2980,삼송마을 20단지 지하주차장 1층,20150831,경기도 고양시 덕양구청,경기도 고양시 덕양구 삼송동 311번지,㎡,126,3950068     
S202200010,1,주차장,3950000,3           ,3192032     ,53,17867,14741,50,덕양구 삼송1동,"경기도 고양시 덕양구 삼송로 210, 현대썬앤빌 (삼송동)",2,Y,11,37,39,031-8075-2980,현대썬앤빌 지하주차장 1층~6층,20221209,경기도 고양시 덕양구청,경기도 고양시 덕양구 삼송동 289 현대썬앤빌,㎡,126,3950068     
S202200012,1,주차장,3950000,3           ,3192032     ,54,39346,32461,1,덕양구 삼송1동,"경기도 고양시 덕양구 삼송로 240, 힐스테이트삼송역스칸센 (삼송동)",2,Y,10,37,39,031-8075-2980,힐스테이트삼송역 스칸센 (2블록) 지하주차장 1층~4층,20221209,경기도 고양시 덕양구청,경기도 고양시 덕양구 삼송동 294 힐스테이트삼송역스칸센,㎡,126,3950068     
S202200013,1,주차장,3950000,3           ,3192032     ,54,52903,43645,1,덕양구 삼송1동,"경기도 고양시 덕양구 삼송로 238, 힐스테이트삼송역스칸센 (삼송동)",2,Y,10,37,39,031-8075-2980,힐스테이트삼송역 스칸센 (3블록) 지하주차장 1층~4층,20221209,경기도 고양시 덕양구청,경기도 고양시 덕양구 삼송동 295 힐스테이트삼송역스칸센,㎡,126,3950068     
S202200011,1,주차장,3950000,3           ,3192032     ,53,34130,28158,57,덕양구 삼송1동,"경기도 고양시 덕양구 삼송로 222(삼송동, 삼송역 현대 헤리엇)",2,Y,11,37,39,031-8075-2980,삼송역 현대 헤리엇 지하주차장 1층~2층,20221209,경기도 고양시 덕양구청,경기도 고양시 덕양구 삼송동 293 삼송역 현대 헤리엇,㎡,126,3950068     
S202200014,1,주차장,3950000,3           ,3194069     ,53,26727,22050,44,덕양구 삼송1동,"경기도 고양시 덕양구 동송로 70, 힐스테이트 삼송역 (삼송동)",2,Y,10,37,39,031-8075-2980,힐스테이트삼송역 지하주차장 1층~2층,20221209,경기도 고양시 덕양구청,경기도 고양시 덕양구 삼송동 291 힐스테이트 삼송역,㎡,126,3950068     
E202100010,0,생활용수,3950000,3           ,3000136     ,49,0,60,27,덕양구 화정1동,경기도 고양시 덕양구 호국로 571-33(화정동),1,Y,23,37,38,031-8075-3570,경일주류 (배상현),20211028,경기도 고양시 덕양구청,경기도 고양시 덕양구 화정동 809-1,t(톤),126,3950027     
S201300011,1,주차장,3950000,3           ,3194068     ,53,26448,21820,4,덕양구 창릉동,"경기도 고양시 덕양구 동산2로 18 (동산동, 동산마을 호반베르디움)",2,Y,40,37,38,031-8075-2980,동산마을 21단지 지하주차장 1층~2층,20130328,경기도 고양시 덕양구청,경기도 고양시 덕양구 동산동 344번지,㎡,126,3950023     
S201300010,1,주차장,3950000,3           ,3194080     ,53,109619,90436,25,덕양구 창릉동,"경기도 고양시 덕양구 세솔로 25 (동산동, 동산마을22단지호반베르디움)",2,Y,44,37,38,031-8075-2980,동산마을 22단지 지하주차장 1층~2층,20130328,경기도 고양시 덕양구청,경기도 고양시 덕양구 동산동 365번지,㎡,126,3950023     
